Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
3,80,No,7,7,60.0,Charlie_133
3,75,Yes,5,7,55.0,David_133
5,68,Yes,7,1,54.0,Eve_133
5,53,No,8,8,39.0,Alice_134
2,43,No,7,3,19.0,Bob_134
6,83,No,7,0,68.0,Charlie_134
5,95,Yes,8,1,83.0,David_134
6,81,Yes,7,5,72.0,Eve_134
1,75,No,8,4,49.0,Alice_135
5,89,No,5,6,74.0,Bob_135
9,84,Yes,8,8,86.0,Charlie_135
2,52,No,5,5,26.0,David_135
1,85,Yes,5,5,60.0,Eve_135
9,57,Yes,8,1,54.0,Alice_136
9,72,No,7,6,73.0,Bob_136
9,60,No,9,1,61.0,Charlie_136
6,55,Yes,6,6,45.0,David_136
8,54,No,9,7,57.0,Eve_136
1,93,Yes,8,0,68.0,Alice_137
4,96,Yes,7,8,72.0,Bob_137
1,44,Yes,5,7,17.0,Charlie_137
8,45,No,4,8,37.0,David_137
1,77,No,6,4,54.0,Eve_137
3,42,No,9,3,22.0,Alice_138
4,87,Yes,7,0,73.0,Bob_138
8,51,Yes,6,8,47.0,Charlie_138
6,75,Yes,4,3,63.0,David_138
7,72,Yes,4,3,63.0,Eve_138
8,75,No,4,3,68.0,Alice_139
2,72,No,9,1,52.0,Bob_139
8,70,No,8,3,64.0,Charlie_139
3,60,Yes,6,1,38.0,David_139
7,66,Yes,8,7,60.0,Eve_139
3,66,No,4,6,45.0,Alice_140
7,47,Yes,7,9,39.0,Bob_140
2,95,No,4,1,75.0,Charlie_140
6,76,Yes,8,1,67.0,David_140
3,71,Yes,4,1,48.0,Eve_140
3,65,Yes,4,0,44.0,Alice_141
9,41,Yes,8,5,37.0,Bob_141
7,51,Yes,8,5,41.0,Charlie_141
5,61,No,7,0,47.0,David_141
7,56,No,8,0,45.0,Eve_141
9,46,No,7,5,43.0,Alice_142
1,82,Yes,5,5,54.0,Bob_142
7,43,No,5,3,32.0,Charlie_142
6,76,No,8,2,64.0,David_142
9,77,Yes,4,8,74.0,Eve_142
1,71,Yes,6,5,50.0,Alice_143
4,50,No,4,0,33.0,Bob_143
9,40,No,8,2,36.0,Charlie_143
4,64,No,7,0,45.0,David_143
3,81,No,4,2,58.0,Eve_143
9,91,No,5,1,85.0,Alice_144
2,63,Yes,9,4,41.0,Bob_144
4,92,No,8,2,78.0,Charlie_144
6,82,No,4,6,63.0,David_144
2,95,No,9,7,76.0,Eve_144
8,56,No,4,6,51.0,Alice_145
8,47,No,7,1,36.0,Bob_145
1,98,No,7,9,74.0,Charlie_145
3,84,Yes,7,9,65.0,David_145
9,66,Yes,9,6,65.0,Eve_145
5,91,Yes,6,9,79.0,Alice_146
6,57,No,9,2,46.0,Bob_146
4,66,No,8,6,47.0,Charlie_146
2,61,Yes,8,0,42.0,David_146
8,55,No,5,1,46.0,Eve_146
6,41,No,5,9,34.0,Alice_147
5,44,No,8,0,27.0,Bob_147
9,57,Yes,4,8,52.0,Charlie_147
1,42,Yes,8,1,17.0,David_147
5,66,Yes,6,1,53.0,Eve_147
6,93,No,5,5,84.0,Alice_148
5,56,Yes,5,6,39.0,Bob_148
6,55,Yes,9,1,44.0,Charlie_148
6,45,Yes,5,3,36.0,David_148
7,90,No,8,2,81.0,Eve_148
4,46,Yes,5,4,30.0,Alice_149
8,89,Yes,5,8,80.0,Bob_149
7,53,No,9,1,41.0,Charlie_149
9,77,Yes,8,4,77.0,David_149
7,79,No,4,7,69.0,Eve_149
3,54,No,5,5,34.0,Alice_150
3,86,Yes,5,3,64.0,Bob_150
8,86,Yes,5,9,78.0,Charlie_150
5,87,Yes,6,7,74.0,David_150
4,72,No,8,2,52.0,Eve_150
8,82,Yes,5,3,76.0,Alice_151
6,66,Yes,6,8,53.0,Bob_151
2,68,Yes,4,4,46.0,Charlie_151
4,96,No,4,5,77.0,David_151
4,76,No,9,1,59.0,Eve_151
6,44,No,9,8,35.0,Alice_152
6,68,Yes,9,7,61.0,Bob_152
1,71,Yes,6,6,46.0,Charlie_152
8,99,No,4,8,97.0,David_152
6,92,Yes,9,4,86.0,Eve_152
3,45,Yes,7,4,24.0,Alice_153
9,41,No,9,8,37.0,Bob_153
2,45,No,4,4,18.0,Charlie_153
8,85,No,7,8,84.0,David_153
3,82,Yes,6,0,59.0,Eve_153
5,43,Yes,7,9,29.0,Alice_154
6,95,Yes,4,9,84.0,Bob_154
6,68,No,5,7,60.0,Charlie_154
4,98,No,7,2,78.0,David_154
3,64,Yes,4,7,46.0,Eve_154
4,48,No,9,4,31.0,Alice_155
1,95,No,5,1,68.0,Bob_155
4,42,Yes,6,8,25.0,Charlie_155
1,65,No,6,3,37.0,David_155
1,87,Yes,8,6,62.0,Eve_155
6,82,No,6,7,69.0,Alice_156
5,66,Yes,8,6,50.0,Bob_156
4,75,No,6,5,55.0,Charlie_156
3,71,Yes,6,6,54.0,David_156
1,40,No,6,3,12.0,Eve_156
6,96,No,8,9,88.0,Alice_157
2,92,No,9,0,69.0,Bob_157
8,93,No,8,4,88.0,Charlie_157
5,55,No,7,7,41.0,David_157
7,90,Yes,4,9,83.0,Eve_157
2,87,Yes,4,5,62.0,Alice_158
8,50,Yes,9,4,45.0,Bob_158
2,65,No,4,1,42.0,Charlie_158
4,79,Yes,6,9,65.0,David_158
1,94,No,9,4,73.0,Eve_158
5,40,No,4,9,23.0,Alice_159
9,65,Yes,8,2,61.0,Bob_159
1,67,Yes,7,1,41.0,Charlie_159
9,92,No,5,2,85.0,David_159
8,97,No,7,3,93.0,Eve_159
6,48,Yes,4,1,35.0,Alice_160
7,99,Yes,9,3,92.0,Bob_160
3,98,No,4,3,79.0,Charlie_160
1,83,No,8,5,57.0,David_160
5,61,Yes,7,4,49.0,Eve_160
2,47,No,8,6,28.0,Alice_161
5,97,No,8,6,85.0,Bob_161
8,88,Yes,5,2,82.0,Charlie_161
9,81,Yes,8,8,80.0,David_161
2,66,No,8,6,41.0,Eve_161
3,78,No,5,6,57.0,Alice_162
3,58,Yes,6,1,41.0,Bob_162
1,64,No,6,9,43.0,Charlie_162
8,77,Yes,9,2,73.0,David_162
6,60,No,5,2,46.0,Eve_162
8,63,Yes,9,5,61.0,Alice_163
9,63,No,9,3,61.0,Bob_163
5,99,No,8,3,87.0,Charlie_163
3,99,No,9,0,78.0,David_163
5,58,Yes,4,5,43.0,Eve_163
5,89,Yes,7,7,75.0,Alice_164
5,86,Yes,4,7,72.0,Bob_164
3,41,No,4,7,18.0,Charlie_164
4,53,No,8,4,36.0,David_164
9,92,Yes,7,9,92.0,Eve_164
9,71,Yes,9,5,71.0,Alice_165
2,81,No,7,4,58.0,Bob_165
8,71,No,9,3,69.0,Charlie_165
8,67,No,6,3,58.0,David_165
7,87,No,5,3,74.0,Eve_165
8,78,Yes,8,3,72.0,Alice_166
3,79,Yes,9,5,61.0,Bob_166
6,81,No,9,5,74.0,Charlie_166
1,86,No,7,4,60.0,David_166
7,79,No,8,8,70.0,Eve_166
1,52,Yes,9,7,27.0,Alice_167
9,51,Yes,6,9,49.0,Bob_167
1,47,No,4,5,17.0,Charlie_167
1,54,No,9,8,34.0,David_167
7,65,No,7,4,51.0,Eve_167
2,51,No,6,9,27.0,Alice_168
5,82,No,8,3,67.0,Bob_168
8,90,No,9,5,84.0,Charlie_168
8,85,Yes,6,3,81.0,David_168
3,66,Yes,6,7,45.0,Eve_168
7,57,Yes,6,6,50.0,Alice_169
3,84,No,6,4,67.0,Bob_169
6,75,No,6,9,67.0,Charlie_169
6,88,No,6,5,77.0,David_169
3,90,Yes,5,6,70.0,Eve_169
7,66,No,8,1,59.0,Alice_170
3,48,Yes,4,8,27.0,Bob_170
8,94,No,8,6,88.0,Charlie_170
4,78,No,7,7,60.0,David_170
1,40,No,7,4,14.0,Eve_170
4,46,Yes,8,2,27.0,Alice_171
7,65,Yes,6,1,54.0,Bob_171
4,46,Yes,5,1,32.0,Charlie_171
6,91,No,4,2,79.0,David_171
9,46,Yes,9,0,44.0,Eve_171
1,47,No,9,0,20.0,Alice_172
5,55,No,6,6,42.0,Bob_172
7,42,Yes,8,9,33.0,Charlie_172
1,84,Yes,9,7,58.0,David_172
4,49,No,8,5,31.0,Eve_172
6,89,No,5,6,75.0,Alice_173
2,46,No,5,0,22.0,Bob_173
5,60,No,8,0,46.0,Charlie_173
1,92,Yes,6,8,68.0,David_173
6,76,Yes,6,4,66.0,Eve_173
6,70,Yes,6,6,60.0,Alice_174
4,62,No,9,5,44.0,Bob_174
8,96,No,4,3,90.0,Charlie_174
4,66,No,4,0,47.0,David_174
8,95,Yes,6,3,88.0,Eve_174
8,61,No,8,9,56.0,Alice_175
5,78,No,5,9,66.0,Bob_175
4,96,Yes,7,7,78.0,Charlie_175
2,66,Yes,5,0,43.0,David_175
3,93,No,5,1,72.0,Eve_175
3,88,Yes,7,7,69.0,Alice_176
4,43,No,6,1,24.0,Bob_176
4,63,Yes,5,9,47.0,Charlie_176
5,62,No,7,8,45.0,David_176
4,87,Yes,9,2,72.0,Eve_176
8,58,Yes,8,2,51.0,Alice_177
6,81,Yes,8,5,73.0,Bob_177
6,42,Yes,8,2,28.0,Charlie_177
8,66,No,6,8,56.0,David_177
7,42,No,5,7,29.0,Eve_177
8,67,Yes,5,3,60.0,Alice_178
2,56,No,4,5,28.0,Bob_178
9,70,Yes,8,7,66.0,Charlie_178
1,49,Yes,6,3,21.0,David_178
8,88,No,7,4,84.0,Eve_178
4,61,No,6,6,42.0,Alice_179
4,69,No,5,7,51.0,Bob_179
5,88,No,8,6,74.0,Charlie_179
8,60,No,4,7,50.0,David_179
5,75,No,9,3,62.0,Eve_179
8,92,No,6,0,90.0,Alice_180
1,62,Yes,4,5,32.0,Bob_180
9,77,No,5,4,71.0,Charlie_180
6,51,Yes,7,3,37.0,David_180
3,64,No,6,1,42.0,Eve_180
8,93,No,9,0,85.0,Alice_181
9,96,Yes,5,8,96.0,Bob_181
6,59,Yes,8,1,51.0,Charlie_181
7,88,Yes,6,8,82.0,David_181
1,88,Yes,4,5,64.0,Eve_181
5,81,No,6,5,67.0,Alice_182
5,46,No,5,1,32.0,Bob_182
4,68,Yes,5,5,50.0,Charlie_182
6,87,Yes,4,2,73.0,David_182
7,68,No,9,6,62.0,Eve_182
9,52,No,5,9,48.0,Alice_183
1,42,Yes,6,3,20.0,Bob_183
6,41,No,9,8,33.0,Charlie_183
7,55,No,4,4,43.0,David_183
3,69,Yes,5,9,49.0,Eve_183
8,77,Yes,5,2,70.0,Alice_184
5,45,Yes,6,0,28.0,Bob_184
9,84,Yes,5,0,82.0,Charlie_184
5,46,No,6,3,29.0,David_184
9,44,Yes,8,9,42.0,Eve_184
4,95,No,9,9,79.0,Alice_185
9,46,No,6,3,41.0,Bob_185
5,73,No,7,8,61.0,Charlie_185
9,71,No,5,7,69.0,David_185
3,88,Yes,8,3,68.0,Eve_185
4,52,No,9,5,38.0,Alice_186
9,69,Yes,4,6,67.0,Bob_186
6,64,No,7,9,54.0,Charlie_186
2,60,Yes,4,7,39.0,David_186
7,99,No,7,3,93.0,Eve_186
2,98,No,8,0,76.0,Alice_187
2,60,Yes,9,4,39.0,Bob_187
1,67,Yes,8,0,38.0,Charlie_187
3,87,Yes,8,3,69.0,David_187
6,97,Yes,7,6,88.0,Eve_187
8,59,No,6,6,54.0,Alice_188
9,73,No,9,0,68.0,Bob_188
7,44,No,4,8,33.0,Charlie_188
4,57,No,6,1,40.0,David_188
6,99,No,6,4,87.0,Eve_188
5,78,Yes,5,5,64.0,Alice_189
8,82,Yes,4,0,70.0,Bob_189
1,96,No,7,1,70.0,Charlie_189
1,96,Yes,5,6,72.0,David_189
6,50,No,5,5,38.0,Eve_189
2,93,No,8,5,71.0,Alice_190
5,56,Yes,7,5,40.0,Bob_190
1,87,No,6,6,58.0,Charlie_190
7,84,Yes,9,9,77.0,David_190
1,61,No,6,8,38.0,Eve_190
4,76,Yes,6,8,60.0,Alice_191
9,59,No,8,1,57.0,Bob_191
1,87,No,6,1,63.0,Charlie_191
4,99,Yes,4,4,82.0,David_191
6,93,No,6,9,84.0,Eve_191
6,93,No,6,6,84.0,Alice_192
8,87,Yes,4,2,77.0,Bob_192
1,87,Yes,8,2,61.0,Charlie_192
7,85,Yes,5,3,73.0,David_192
1,45,No,7,2,15.0,Eve_192
7,73,Yes,8,2,64.0,Alice_193
3,53,Yes,6,7,33.0,Bob_193
8,87,Yes,5,6,78.0,Charlie_193
3,62,No,7,6,43.0,David_193
1,59,Yes,7,9,34.0,Eve_193
8,52,No,7,1,48.0,Alice_194
3,86,No,4,8,66.0,Bob_194
2,83,Yes,4,5,60.0,Charlie_194
1,80,No,5,2,53.0,David_194
3,71,No,6,8,51.0,Eve_194
2,65,No,5,8,43.0,Alice_195
2,89,No,6,5,68.0,Bob_195
6,92,No,8,9,80.0,Charlie_195
1,53,Yes,7,5,26.0,David_195
2,91,Yes,7,7,70.0,Eve_195
6,96,Yes,4,7,85.0,Alice_196
3,75,No,8,5,57.0,Bob_196
4,47,Yes,9,6,30.0,Charlie_196
1,79,No,8,3,56.0,David_196
8,61,No,6,0,53.0,Eve_196
7,61,No,8,3,52.0,Alice_197
7,55,No,4,7,47.0,Bob_197
3,66,Yes,6,7,48.0,Charlie_197
3,95,No,5,1,78.0,David_197
2,99,Yes,6,6,79.0,Eve_197
1,99,Yes,5,0,75.0,Alice_198
7,49,No,9,1,40.0,Bob_198
7,64,Yes,6,7,59.0,Charlie_198
2,70,Yes,7,9,49.0,David_198
7,60,Yes,9,3,48.0,Eve_198
8,66,No,5,2,60.0,Alice_199
1,56,No,4,1,29.0,Bob_199
9,72,No,9,5,68.0,Charlie_199
7,70,Yes,9,3,63.0,David_199
3,89,Yes,9,2,71.0,Eve_199
8,81,No,5,2,76.0,Alice_200
7,65,No,5,9,57.0,Bob_200
8,60,Yes,6,2,54.0,Charlie_200
6,75,No,7,7,61.0,David_200
9,40,No,9,8,34.0,Eve_200
5,43,Yes,6,8,32.0,Alice_201
3,43,Yes,6,4,23.0,Bob_201
3,65,No,7,0,44.0,Charlie_201
1,43,No,6,9,18.0,David_201
8,88,No,7,4,82.0,Eve_201
2,48,No,4,0,18.0,Alice_202
3,69,Yes,7,8,52.0,Bob_202
8,90,No,8,9,88.0,Charlie_202
8,84,No,7,7,78.0,David_202
4,43,Yes,7,6,26.0,Eve_202
4,44,Yes,8,1,26.0,Alice_203
5,84,Yes,7,1,74.0,Bob_203
6,62,Yes,5,3,52.0,Charlie_203
5,55,Yes,6,8,40.0,David_203
7,61,Yes,6,8,54.0,Eve_203
2,76,Yes,4,7,51.0,Alice_204
7,47,No,4,4,35.0,Bob_204
7,87,No,8,6,79.0,Charlie_204
1,72,Yes,5,8,45.0,David_204
7,94,No,4,2,81.0,Eve_204
5,99,No,6,3,87.0,Alice_205
3,77,Yes,4,1,56.0,Bob_205
3,82,Yes,4,8,65.0,Charlie_205
4,55,Yes,7,6,38.0,David_205
2,44,Yes,4,5,17.0,Eve_205
2,55,Yes,8,4,35.0,Alice_206
1,46,No,6,6,20.0,Bob_206
5,90,No,8,2,75.0,Charlie_206
4,40,Yes,8,4,26.0,David_206
2,48,Yes,9,1,23.0,Eve_206
3,57,No,5,4,38.0,Alice_207
7,84,No,9,6,78.0,Bob_207
7,97,No,9,9,91.0,Charlie_207
4,86,Yes,7,6,67.0,David_207
5,42,Yes,8,8,31.0,Eve_207
5,63,No,5,2,49.0,Alice_208
6,67,Yes,6,7,57.0,Bob_208
9,49,No,6,4,45.0,Charlie_208
2,48,Yes,5,6,22.0,David_208
5,52,Yes,8,0,35.0,Eve_208
3,87,No,8,0,65.0,Alice_209
4,74,No,7,3,53.0,Bob_209
6,93,Yes,7,4,79.0,Charlie_209
8,62,No,9,9,57.0,David_209
1,86,Yes,6,2,58.0,Eve_209
8,56,No,7,5,50.0,Alice_210
7,85,No,5,2,75.0,Bob_210
1,46,Yes,6,4,17.0,Charlie_210
2,91,Yes,8,0,70.0,David_210
3,55,Yes,6,2,36.0,Eve_210
1,92,No,4,6,61.0,Alice_211
9,79,No,6,2,78.0,Bob_211
8,75,Yes,7,4,71.0,Charlie_211
2,59,No,5,6,36.0,David_211
9,63,Yes,8,1,63.0,Eve_211
7,86,Yes,8,2,78.0,Alice_212
9,44,Yes,7,3,39.0,Bob_212
6,84,Yes,7,4,70.0,Charlie_212
6,45,Yes,7,8,34.0,David_212
4,67,No,4,8,49.0,Eve_212
2,98,No,5,3,71.0,Alice_213
7,44,Yes,4,8,34.0,Bob_213
5,88,No,7,3,77.0,Charlie_213
6,78,Yes,5,1,67.0,David_213
2,77,No,7,9,52.0,Eve_213
5,41,No,5,0,25.0,Alice_214
4,82,Yes,8,6,68.0,Bob_214
9,78,No,4,3,76.0,Charlie_214
6,93,Yes,9,7,85.0,David_214
2,60,No,7,7,40.0,Eve_214
1,79,Yes,7,7,56.0,Alice_215
5,76,Yes,6,5,62.0,Bob_215
9,98,Yes,9,8,99.0,Charlie_215
6,57,Yes,8,3,46.0,David_215
7,93,Yes,7,4,86.0,Eve_215
5,87,Yes,4,3,73.0,Alice_216
6,85,No,8,4,74.0,Bob_216
5,51,Yes,7,1,37.0,Charlie_216
9,56,No,4,4,50.0,David_216
6,76,Yes,6,9,65.0,Eve_216
8,85,No,6,7,79.0,Alice_217
2,77,Yes,4,8,53.0,Bob_217
9,54,Yes,8,6,55.0,Charlie_217
5,46,No,4,6,31.0,David_217
7,53,Yes,9,5,47.0,Eve_217
1,89,Yes,4,1,63.0,Alice_218
5,40,Yes,6,9,27.0,Bob_218
2,77,Yes,6,9,53.0,Charlie_218
6,42,No,6,8,33.0,David_218
1,76,Yes,9,4,56.0,Eve_218
3,83,No,7,5,65.0,Alice_219
5,70,Yes,9,0,55.0,Bob_219
4,82,Yes,7,4,67.0,Charlie_219
3,52,Yes,9,5,32.0,David_219
5,87,Yes,5,9,73.0,Eve_219
8,57,No,7,1,45.0,Alice_220
4,56,Yes,8,6,43.0,Bob_220
1,56,Yes,8,3,32.0,Charlie_220
7,50,Yes,6,4,42.0,David_220
8,59,No,9,2,55.0,Eve_220
3,49,No,4,4,28.0,Alice_221
6,68,No,6,3,58.0,Bob_221
2,87,No,4,9,67.0,Charlie_221
7,73,Yes,9,5,66.0,David_221
8,56,Yes,6,1,46.0,Eve_221
6,93,No,6,2,79.0,Alice_222
6,91,Yes,8,9,83.0,Bob_222
5,81,Yes,4,0,63.0,Charlie_222
8,52,No,5,6,45.0,David_222
1,83,Yes,5,8,63.0,Eve_222
4,86,No,6,1,70.0,Alice_223
4,78,No,9,6,58.0,Bob_223
3,66,No,6,2,50.0,Charlie_223
3,93,No,8,4,77.0,David_223
4,92,No,4,5,75.0,Eve_223
1,65,No,6,7,40.0,Alice_224
2,67,Yes,9,3,43.0,Bob_224
9,52,Yes,5,1,47.0,Charlie_224
2,51,Yes,4,2,22.0,David_224
5,83,No,6,7,71.0,Eve_224
9,67,No,4,6,63.0,Alice_225
9,41,No,8,5,37.0,Bob_225
8,76,Yes,5,4,72.0,Charlie_225
1,96,Yes,9,4,73.0,David_225
1,96,No,4,0,72.0,Eve_225
9,73,No,5,5,68.0,Alice_226
8,62,No,6,8,59.0,Bob_226
9,97,No,9,7,97.0,Charlie_226
7,91,No,9,9,83.0,David_226
3,84,Yes,7,0,65.0,Eve_226
3,68,No,4,5,47.0,Alice_227
2,74,No,5,2,51.0,Bob_227
5,50,No,4,5,32.0,Charlie_227
3,87,No,6,8,63.0,David_227
6,72,Yes,6,5,60.0,Eve_227
2,90,No,9,7,70.0,Alice_228
3,50,No,9,5,32.0,Bob_228
5,48,No,5,5,32.0,Charlie_228
1,53,Yes,8,6,29.0,David_228
1,48,No,4,9,21.0,Eve_228
9,78,Yes,4,3,74.0,Alice_229
7,87,No,6,7,81.0,Bob_229
1,42,No,4,3,11.0,Charlie_229
8,68,No,5,6,65.0,David_229
3,58,No,7,0,37.0,Eve_229
8,75,No,9,8,75.0,Alice_230
5,71,No,6,9,61.0,Bob_230
1,46,No,9,8,17.0,Charlie_230
7,94,No,9,6,87.0,David_230
5,67,No,9,7,52.0,Eve_230
6,83,Yes,7,1,71.0,Alice_231
6,57,Yes,4,9,46.0,Bob_231
8,99,Yes,8,9,99.0,Charlie_231
9,44,Yes,9,6,40.0,David_231
2,62,No,5,0,42.0,Eve_231
9,94,No,9,2,91.0,Alice_232
9,61,Yes,9,5,57.0,Bob_232
7,65,Yes,4,4,58.0,Charlie_232
1,81,Yes,5,4,55.0,David_232
7,51,Yes,4,8,46.0,Eve_232
5,79,No,9,5,64.0,Alice_233
6,58,Yes,4,2,45.0,Bob_233
7,86,No,4,1,78.0,Charlie_233
5,40,No,6,8,24.0,David_233
7,42,No,7,9,36.0,Eve_233
9,66,Yes,8,3,65.0,Alice_234
3,57,Yes,7,4,35.0,Bob_234
8,89,No,7,8,87.0,Charlie_234
2,69,Yes,5,4,45.0,David_234
7,41,Yes,6,6,35.0,Eve_234
2,44,No,6,1,18.0,Alice_235
4,68,No,4,1,46.0,Bob_235
7,72,Yes,7,3,63.0,Charlie_235
3,81,No,8,7,62.0,David_235
2,59,Yes,5,1,35.0,Eve_235
7,69,Yes,6,9,63.0,Alice_236
1,81,No,4,6,58.0,Bob_236
8,44,No,8,0,37.0,Charlie_236
3,89,Yes,7,8,74.0,David_236
2,60,No,8,9,40.0,Eve_236
3,97,Yes,6,5,78.0,Alice_237
5,54,No,5,0,38.0,Bob_237
8,59,Yes,7,9,55.0,Charlie_237
7,47,No,5,5,39.0,David_237
7,88,Yes,9,4,84.0,Eve_237
7,70,Yes,8,4,60.0,Alice_238
8,51,No,8,4,47.0,Bob_238
1,60,Yes,4,3,34.0,Charlie_238
4,69,Yes,7,6,54.0,David_238
6,66,Yes,8,8,56.0,Eve_238
9,83,Yes,6,3,82.0,Alice_239
2,65,Yes,9,1,45.0,Bob_239
1,72,No,6,1,45.0,Charlie_239
2,65,Yes,5,1,43.0,David_239
7,65,Yes,9,6,57.0,Eve_239
3,75,Yes,9,3,56.0,Alice_240
2,79,No,6,3,56.0,Bob_240
7,40,No,8,0,30.0,Charlie_240
2,98,Yes,6,3,75.0,David_240
3,54,Yes,7,5,33.0,Eve_240
7,89,No,5,1,80.0,Alice_241
4,40,No,9,3,27.0,Bob_241
1,50,Yes,7,6,26.0,Charlie_241
5,94,No,8,8,81.0,David_241
9,41,Yes,8,1,41.0,Eve_241
8,40,Yes,6,7,34.0,Alice_242
9,70,Yes,4,5,68.0,Bob_242
9,83,No,9,7,83.0,Charlie_242
7,55,Yes,9,1,44.0,David_242
4,93,Yes,4,0,75.0,Eve_242
5,61,No,8,6,52.0,Alice_243
1,81,Yes,8,8,56.0,Bob_243
1,57,Yes,9,8,37.0,Charlie_243
3,86,Yes,5,1,67.0,David_243
8,56,No,9,3,50.0,Eve_243
2,69,No,8,0,46.0,Alice_244
4,49,Yes,8,6,31.0,Bob_244
2,74,No,5,1,51.0,Charlie_244
5,97,Yes,7,3,82.0,David_244
9,60,Yes,7,1,58.0,Eve_244
1,55,No,5,0,31.0,Alice_245
5,45,No,5,6,29.0,Bob_245
9,42,Yes,7,5,40.0,Charlie_245
1,80,No,7,1,51.0,David_245
9,82,No,7,3,79.0,Eve_245
8,60,No,7,2,52.0,Alice_246
4,52,Yes,9,2,36.0,Bob_246
5,57,Yes,9,2,43.0,Charlie_246
5,97,No,6,3,81.0,David_246
6,93,Yes,5,0,81.0,Eve_246
7,99,Yes,4,0,84.0,Alice_247
8,63,No,6,6,55.0,Bob_247
8,66,Yes,4,4,64.0,Charlie_247
2,93,No,4,2,68.0,David_247
9,43,Yes,8,8,41.0,Eve_247
7,61,Yes,5,4,53.0,Alice_248
4,63,No,9,9,50.0,Bob_248
4,79,Yes,6,2,65.0,Charlie_248
8,84,No,5,8,78.0,David_248
4,49,Yes,7,0,31.0,Eve_248
6,41,Yes,5,8,30.0,Alice_249
5,79,Yes,4,4,64.0,Bob_249
3,45,No,9,5,26.0,Charlie_249
2,87,Yes,7,1,66.0,David_249
9,57,Yes,5,7,55.0,Eve_249
9,56,No,5,2,52.0,Alice_250
1,77,No,9,0,57.0,Bob_250
3,84,Yes,4,6,68.0,Charlie_250
8,62,No,7,2,57.0,David_250
6,85,No,4,3,75.0,Eve_250
5,69,No,9,4,54.0,Alice_251
5,97,No,5,0,82.0,Bob_251
6,60,Yes,6,8,51.0,Charlie_251
7,49,No,6,6,43.0,David_251
1,95,Yes,8,1,68.0,Eve_251
9,82,Yes,6,0,77.0,Alice_252
3,52,Yes,9,1,33.0,Bob_252
4,51,No,9,2,37.0,Charlie_252
1,48,No,9,2,23.0,David_252
3,43,Yes,7,7,26.0,Eve_252
2,78,Yes,8,4,56.0,Alice_253
2,63,No,7,8,42.0,Bob_253
1,93,No,6,2,65.0,Charlie_253
8,73,Yes,6,5,66.0,David_253
3,78,No,5,3,57.0,Eve_253
3,80,No,7,7,59.0,Alice_254
6,44,Yes,4,0,28.0,Bob_254
8,54,No,5,3,46.0,Charlie_254
9,89,No,7,6,84.0,David_254
9,43,Yes,9,8,42.0,Eve_254
4,90,No,8,0,73.0,Alice_255
5,91,Yes,7,7,77.0,Bob_255
2,97,No,8,1,74.0,Charlie_255
9,78,Yes,8,3,75.0,David_255
8,97,No,6,3,94.0,Eve_255
3,47,Yes,4,7,27.0,Alice_256
9,88,No,7,1,89.0,Bob_256
3,84,No,4,6,62.0,Charlie_256
9,63,No,8,2,59.0,David_256
2,92,Yes,6,8,73.0,Eve_256
9,67,No,4,4,57.0,Alice_257
8,94,Yes,5,7,90.0,Bob_257
9,82,No,8,4,80.0,Charlie_257
5,66,No,5,0,50.0,David_257
2,40,No,9,8,18.0,Eve_257
8,73,No,4,9,68.0,Alice_258
6,56,No,4,6,39.0,Bob_258
8,76,No,4,3,67.0,Charlie_258
5,77,Yes,9,6,69.0,David_258
2,65,Yes,7,4,43.0,Eve_258
6,96,No,8,9,84.0,Alice_259
5,63,No,8,8,50.0,Bob_259
5,78,No,8,1,65.0,Charlie_259
1,99,No,7,3,74.0,David_259
2,60,No,4,5,35.0,Eve_259
8,69,Yes,4,4,61.0,Alice_260
3,86,No,9,0,64.0,Bob_260
3,90,No,5,8,66.0,Charlie_260
8,87,Yes,7,8,81.0,David_260
8,96,Yes,6,2,93.0,Eve_260
2,52,Yes,7,3,28.0,Alice_261
8,76,No,9,3,71.0,Bob_261
1,42,No,5,9,13.0,Charlie_261
6,71,No,5,7,59.0,David_261
8,74,No,5,5,67.0,Eve_261
3,58,No,4,1,35.0,Alice_262
8,53,Yes,6,3,46.0,Bob_262
1,87,No,5,0,59.0,Charlie_262
9,61,No,8,2,57.0,David_262
9,56,No,4,3,51.0,Eve_262
5,98,Yes,6,7,80.0,Alice_263
4,43,No,8,2,22.0,Bob_263
6,84,No,6,4,71.0,Charlie_263
7,79,No,9,0,73.0,David_263
5,58,No,6,3,40.0,Eve_263
9,76,Yes,8,1,75.0,Alice_264
3,41,Yes,7,3,24.0,Bob_264
7,54,Yes,6,4,45.0,Charlie_264
5,41,No,7,2,25.0,David_264
7,50,Yes,6,5,42.0,Eve_264
2,84,Yes,9,1,63.0,Alice_265
4,62,No,8,4,44.0,Bob_265
2,49,No,6,3,26.0,Charlie_265
7,42,Yes,5,4,31.0,David_265
2,44,Yes,9,8,26.0,Eve_265
1,42,Yes,5,5,15.0,Alice_266
9,77,Yes,9,6,77.0,Bob_266
1,52,No,9,7,31.0,Charlie_266
8,81,No,6,8,75.0,David_266
2,58,Yes,8,4,34.0,Eve_266
8,79,Yes,8,7,74.0,Alice_267
3,89,Yes,4,1,68.0,Bob_267
6,74,No,8,9,64.0,Charlie_267
