Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
1,42,Yes,8,1,17.0,David
5,66,Yes,6,1,53.0,Eve
6,93,No,5,5,84.0,Alice
5,56,Yes,5,6,39.0,Bob
6,55,Yes,9,1,44.0,Charlie
6,45,Yes,5,3,36.0,David
7,90,No,8,2,81.0,Eve
4,46,Yes,5,4,30.0,Alice
8,89,Yes,5,8,80.0,Bob
7,53,No,9,1,41.0,Charlie
9,77,Yes,8,4,77.0,David
7,79,No,4,7,69.0,Eve
3,54,No,5,5,34.0,Alice
3,86,Yes,5,3,64.0,Bob
8,86,Yes,5,9,78.0,Charlie
5,87,Yes,6,7,74.0,David
4,72,No,8,2,52.0,Eve
8,82,Yes,5,3,76.0,Alice
6,66,Yes,6,8,53.0,Bob
2,68,Yes,4,4,46.0,Charlie
4,96,No,4,5,77.0,David
4,76,No,9,1,59.0,Eve
6,44,No,9,8,35.0,Alice
6,68,Yes,9,7,61.0,Bob
1,71,Yes,6,6,46.0,Charlie
8,99,No,4,8,97.0,David
6,92,Yes,9,4,86.0,Eve
3,45,Yes,7,4,24.0,Alice
9,41,No,9,8,37.0,Bob
2,45,No,4,4,18.0,Charlie
8,85,No,7,8,84.0,David
3,82,Yes,6,0,59.0,Eve
5,43,Yes,7,9,29.0,Alice
6,95,Yes,4,9,84.0,Bob
6,68,No,5,7,60.0,Charlie
4,98,No,7,2,78.0,David
3,64,Yes,4,7,46.0,Eve
4,48,No,9,4,31.0,Alice
1,95,No,5,1,68.0,Bob
4,42,Yes,6,8,25.0,Charlie
1,65,No,6,3,37.0,David
1,87,Yes,8,6,62.0,Eve
6,82,No,6,7,69.0,Alice
5,66,Yes,8,6,50.0,Bob
4,75,No,6,5,55.0,Charlie
3,71,Yes,6,6,54.0,David
1,40,No,6,3,12.0,Eve
6,96,No,8,9,88.0,Alice
2,92,No,9,0,69.0,Bob
8,93,No,8,4,88.0,Charlie
5,55,No,7,7,41.0,David
7,90,Yes,4,9,83.0,Eve
2,87,Yes,4,5,62.0,Alice
8,50,Yes,9,4,45.0,Bob
2,65,No,4,1,42.0,Charlie
4,79,Yes,6,9,65.0,David
1,94,No,9,4,73.0,Eve
5,40,No,4,9,23.0,Alice
9,65,Yes,8,2,61.0,Bob
1,67,Yes,7,1,41.0,Charlie
9,92,No,5,2,85.0,David
8,97,No,7,3,93.0,Eve
6,48,Yes,4,1,35.0,Alice
7,99,Yes,9,3,92.0,Bob
3,98,No,4,3,79.0,Charlie
1,83,No,8,5,57.0,David
5,61,Yes,7,4,49.0,Eve
2,47,No,8,6,28.0,Alice
5,97,No,8,6,85.0,Bob
8,88,Yes,5,2,82.0,Charlie
9,81,Yes,8,8,80.0,David
2,66,No,8,6,41.0,Eve
3,78,No,5,6,57.0,Alice
3,58,Yes,6,1,41.0,Bob
1,64,No,6,9,43.0,Charlie
8,77,Yes,9,2,73.0,David
6,60,No,5,2,46.0,Eve
8,63,Yes,9,5,61.0,Alice
9,63,No,9,3,61.0,Bob
5,99,No,8,3,87.0,Charlie
3,99,No,9,0,78.0,David
5,58,Yes,4,5,43.0,Eve
5,89,Yes,7,7,75.0,Alice
5,86,Yes,4,7,72.0,Bob
3,41,No,4,7,18.0,Charlie
4,53,No,8,4,36.0,David
9,92,Yes,7,9,92.0,Eve
9,71,Yes,9,5,71.0,Alice
2,81,No,7,4,58.0,Bob
8,71,No,9,3,69.0,Charlie
8,67,No,6,3,58.0,David
7,87,No,5,3,74.0,Eve
8,78,Yes,8,3,72.0,Alice
3,79,Yes,9,5,61.0,Bob
6,81,No,9,5,74.0,Charlie
1,86,No,7,4,60.0,David
7,79,No,8,8,70.0,Eve
1,52,Yes,9,7,27.0,Alice
9,51,Yes,6,9,49.0,Bob
1,47,No,4,5,17.0,Charlie
1,54,No,9,8,34.0,David
7,65,No,7,4,51.0,Eve
2,51,No,6,9,27.0,Alice
5,82,No,8,3,67.0,Bob
8,90,No,9,5,84.0,Charlie
8,85,Yes,6,3,81.0,David
3,66,Yes,6,7,45.0,Eve
7,57,Yes,6,6,50.0,Alice
3,84,No,6,4,67.0,Bob
6,75,No,6,9,67.0,Charlie
6,88,No,6,5,77.0,David
3,90,Yes,5,6,70.0,Eve
7,66,No,8,1,59.0,Alice
3,48,Yes,4,8,27.0,Bob
8,94,No,8,6,88.0,Charlie
4,78,No,7,7,60.0,David
1,40,No,7,4,14.0,Eve
4,46,Yes,8,2,27.0,Alice
7,65,Yes,6,1,54.0,Bob
4,46,Yes,5,1,32.0,Charlie
6,91,No,4,2,79.0,David
9,46,Yes,9,0,44.0,Eve
1,47,No,9,0,20.0,Alice
5,55,No,6,6,42.0,Bob
7,42,Yes,8,9,33.0,Charlie
1,84,Yes,9,7,58.0,David
4,49,No,8,5,31.0,Eve
6,89,No,5,6,75.0,Alice
2,46,No,5,0,22.0,Bob
5,60,No,8,0,46.0,Charlie
1,92,Yes,6,8,68.0,David
6,76,Yes,6,4,66.0,Eve
6,70,Yes,6,6,60.0,Alice
4,62,No,9,5,44.0,Bob
8,96,No,4,3,90.0,Charlie
4,66,No,4,0,47.0,David
8,95,Yes,6,3,88.0,Eve
8,61,No,8,9,56.0,Alice
5,78,No,5,9,66.0,Bob
4,96,Yes,7,7,78.0,Charlie
2,66,Yes,5,0,43.0,David
3,93,No,5,1,72.0,Eve
3,88,Yes,7,7,69.0,Alice
4,43,No,6,1,24.0,Bob
4,63,Yes,5,9,47.0,Charlie
5,62,No,7,8,45.0,David
4,87,Yes,9,2,72.0,Eve
8,58,Yes,8,2,51.0,Alice
6,81,Yes,8,5,73.0,Bob
6,42,Yes,8,2,28.0,Charlie
8,66,No,6,8,56.0,David
7,42,No,5,7,29.0,Eve
8,67,Yes,5,3,60.0,Alice
2,56,No,4,5,28.0,Bob
9,70,Yes,8,7,66.0,Charlie
1,49,Yes,6,3,21.0,David
8,88,No,7,4,84.0,Eve
4,61,No,6,6,42.0,Alice
4,69,No,5,7,51.0,Bob
5,88,No,8,6,74.0,Charlie
8,60,No,4,7,50.0,David
5,75,No,9,3,62.0,Eve
8,92,No,6,0,90.0,Alice
1,62,Yes,4,5,32.0,Bob
9,77,No,5,4,71.0,Charlie
6,51,Yes,7,3,37.0,David
3,64,No,6,1,42.0,Eve
8,93,No,9,0,85.0,Alice
9,96,Yes,5,8,96.0,Bob
6,59,Yes,8,1,51.0,Charlie
7,88,Yes,6,8,82.0,David
1,88,Yes,4,5,64.0,Eve
5,81,No,6,5,67.0,Alice
5,46,No,5,1,32.0,Bob
4,68,Yes,5,5,50.0,Charlie
6,87,Yes,4,2,73.0,David
7,68,No,9,6,62.0,Eve
9,52,No,5,9,48.0,Alice
1,42,Yes,6,3,20.0,Bob
6,41,No,9,8,33.0,Charlie
7,55,No,4,4,43.0,David
3,69,Yes,5,9,49.0,Eve
8,77,Yes,5,2,70.0,Alice
5,45,Yes,6,0,28.0,Bob
9,84,Yes,5,0,82.0,Charlie
5,46,No,6,3,29.0,David
9,44,Yes,8,9,42.0,Eve
4,95,No,9,9,79.0,Alice
9,46,No,6,3,41.0,Bob
5,73,No,7,8,61.0,Charlie
9,71,No,5,7,69.0,David
3,88,Yes,8,3,68.0,Eve
4,52,No,9,5,38.0,Alice
9,69,Yes,4,6,67.0,Bob
6,64,No,7,9,54.0,Charlie
2,60,Yes,4,7,39.0,David
7,99,No,7,3,93.0,Eve
2,98,No,8,0,76.0,Alice
2,60,Yes,9,4,39.0,Bob
1,67,Yes,8,0,38.0,Charlie
3,87,Yes,8,3,69.0,David
6,97,Yes,7,6,88.0,Eve
8,59,No,6,6,54.0,Alice
9,73,No,9,0,68.0,Bob
7,44,No,4,8,33.0,Charlie
4,57,No,6,1,40.0,David
6,99,No,6,4,87.0,Eve
5,78,Yes,5,5,64.0,Alice
8,82,Yes,4,0,70.0,Bob
1,96,No,7,1,70.0,Charlie
1,96,Yes,5,6,72.0,David
6,50,No,5,5,38.0,Eve
2,93,No,8,5,71.0,Alice
5,56,Yes,7,5,40.0,Bob
1,87,No,6,6,58.0,Charlie
7,84,Yes,9,9,77.0,David
1,61,No,6,8,38.0,Eve
4,76,Yes,6,8,60.0,Alice
9,59,No,8,1,57.0,Bob
1,87,No,6,1,63.0,Charlie
4,99,Yes,4,4,82.0,David
6,93,No,6,9,84.0,Eve
6,93,No,6,6,84.0,Alice
8,87,Yes,4,2,77.0,Bob
1,87,Yes,8,2,61.0,Charlie
7,85,Yes,5,3,73.0,David
1,45,No,7,2,15.0,Eve
7,73,Yes,8,2,64.0,Alice
3,53,Yes,6,7,33.0,Bob
8,87,Yes,5,6,78.0,Charlie
3,62,No,7,6,43.0,David
1,59,Yes,7,9,34.0,Eve
8,52,No,7,1,48.0,Alice
3,86,No,4,8,66.0,Bob
2,83,Yes,4,5,60.0,Charlie
1,80,No,5,2,53.0,David
3,71,No,6,8,51.0,Eve
2,65,No,5,8,43.0,Alice
2,89,No,6,5,68.0,Bob
6,92,No,8,9,80.0,Charlie
1,53,Yes,7,5,26.0,David
2,91,Yes,7,7,70.0,Eve
6,96,Yes,4,7,85.0,Alice
3,75,No,8,5,57.0,Bob
4,47,Yes,9,6,30.0,Charlie
1,79,No,8,3,56.0,David
8,61,No,6,0,53.0,Eve
7,61,No,8,3,52.0,Alice
7,55,No,4,7,47.0,Bob
3,66,Yes,6,7,48.0,Charlie
3,95,No,5,1,78.0,David
2,99,Yes,6,6,79.0,Eve
1,99,Yes,5,0,75.0,Alice
7,49,No,9,1,40.0,Bob
7,64,Yes,6,7,59.0,Charlie
2,70,Yes,7,9,49.0,David
7,60,Yes,9,3,48.0,Eve
8,66,No,5,2,60.0,Alice
1,56,No,4,1,29.0,Bob
9,72,No,9,5,68.0,Charlie
7,70,Yes,9,3,63.0,David
3,89,Yes,9,2,71.0,Eve
8,81,No,5,2,76.0,Alice
7,65,No,5,9,57.0,Bob
8,60,Yes,6,2,54.0,Charlie
6,75,No,7,7,61.0,David
9,40,No,9,8,34.0,Eve
5,43,Yes,6,8,32.0,Alice
3,43,Yes,6,4,23.0,Bob
3,65,No,7,0,44.0,Charlie
1,43,No,6,9,18.0,David
8,88,No,7,4,82.0,Eve
2,48,No,4,0,18.0,Alice
3,69,Yes,7,8,52.0,Bob
8,90,No,8,9,88.0,Charlie
8,84,No,7,7,78.0,David
4,43,Yes,7,6,26.0,Eve
4,44,Yes,8,1,26.0,Alice
5,84,Yes,7,1,74.0,Bob
6,62,Yes,5,3,52.0,Charlie
5,55,Yes,6,8,40.0,David
7,61,Yes,6,8,54.0,Eve
2,76,Yes,4,7,51.0,Alice
7,47,No,4,4,35.0,Bob
7,87,No,8,6,79.0,Charlie
1,72,Yes,5,8,45.0,David
7,94,No,4,2,81.0,Eve
5,99,No,6,3,87.0,Alice
3,77,Yes,4,1,56.0,Bob
3,82,Yes,4,8,65.0,Charlie
4,55,Yes,7,6,38.0,David
2,44,Yes,4,5,17.0,Eve
2,55,Yes,8,4,35.0,Alice
1,46,No,6,6,20.0,Bob
5,90,No,8,2,75.0,Charlie
4,40,Yes,8,4,26.0,David
2,48,Yes,9,1,23.0,Eve
3,57,No,5,4,38.0,Alice
7,84,No,9,6,78.0,Bob
7,97,No,9,9,91.0,Charlie
4,86,Yes,7,6,67.0,David
5,42,Yes,8,8,31.0,Eve
5,63,No,5,2,49.0,Alice
6,67,Yes,6,7,57.0,Bob
9,49,No,6,4,45.0,Charlie
2,48,Yes,5,6,22.0,David
5,52,Yes,8,0,35.0,Eve
3,87,No,8,0,65.0,Alice
4,74,No,7,3,53.0,Bob
6,93,Yes,7,4,79.0,Charlie
8,62,No,9,9,57.0,David
1,86,Yes,6,2,58.0,Eve
8,56,No,7,5,50.0,Alice
7,85,No,5,2,75.0,Bob
1,46,Yes,6,4,17.0,Charlie
2,91,Yes,8,0,70.0,David
3,55,Yes,6,2,36.0,Eve
1,92,No,4,6,61.0,Alice
9,79,No,6,2,78.0,Bob
8,75,Yes,7,4,71.0,Charlie
2,59,No,5,6,36.0,David
9,63,Yes,8,1,63.0,Eve
7,86,Yes,8,2,78.0,Alice
9,44,Yes,7,3,39.0,Bob
6,84,Yes,7,4,70.0,Charlie
6,45,Yes,7,8,34.0,David
4,67,No,4,8,49.0,Eve
2,98,No,5,3,71.0,Alice
7,44,Yes,4,8,34.0,Bob
5,88,No,7,3,77.0,Charlie
6,78,Yes,5,1,67.0,David
2,77,No,7,9,52.0,Eve
5,41,No,5,0,25.0,Alice
4,82,Yes,8,6,68.0,Bob
9,78,No,4,3,76.0,Charlie
6,93,Yes,9,7,85.0,David
2,60,No,7,7,40.0,Eve
1,79,Yes,7,7,56.0,Alice
5,76,Yes,6,5,62.0,Bob
9,98,Yes,9,8,99.0,Charlie
6,57,Yes,8,3,46.0,David
7,93,Yes,7,4,86.0,Eve
5,87,Yes,4,3,73.0,Alice
6,85,No,8,4,74.0,Bob
5,51,Yes,7,1,37.0,Charlie
9,56,No,4,4,50.0,David
6,76,Yes,6,9,65.0,Eve
8,85,No,6,7,79.0,Alice
2,77,Yes,4,8,53.0,Bob
9,54,Yes,8,6,55.0,Charlie
5,46,No,4,6,31.0,David
7,53,Yes,9,5,47.0,Eve
1,89,Yes,4,1,63.0,Alice
5,40,Yes,6,9,27.0,Bob
2,77,Yes,6,9,53.0,Charlie
6,42,No,6,8,33.0,David
1,76,Yes,9,4,56.0,Eve
3,83,No,7,5,65.0,Alice
5,70,Yes,9,0,55.0,Bob
4,82,Yes,7,4,67.0,Charlie
3,52,Yes,9,5,32.0,David
5,87,Yes,5,9,73.0,Eve
8,57,No,7,1,45.0,Alice
4,56,Yes,8,6,43.0,Bob
1,56,Yes,8,3,32.0,Charlie
7,50,Yes,6,4,42.0,David
8,59,No,9,2,55.0,Eve
3,49,No,4,4,28.0,Alice
6,68,No,6,3,58.0,Bob
2,87,No,4,9,67.0,Charlie
7,73,Yes,9,5,66.0,David
8,56,Yes,6,1,46.0,Eve
6,93,No,6,2,79.0,Alice
6,91,Yes,8,9,83.0,Bob
5,81,Yes,4,0,63.0,Charlie
8,52,No,5,6,45.0,David
1,83,Yes,5,8,63.0,Eve
4,86,No,6,1,70.0,Alice
4,78,No,9,6,58.0,Bob
3,66,No,6,2,50.0,Charlie
3,93,No,8,4,77.0,David
4,92,No,4,5,75.0,Eve
1,65,No,6,7,40.0,Alice
2,67,Yes,9,3,43.0,Bob
9,52,Yes,5,1,47.0,Charlie
2,51,Yes,4,2,22.0,David
5,83,No,6,7,71.0,Eve
9,67,No,4,6,63.0,Alice
9,41,No,8,5,37.0,Bob
8,76,Yes,5,4,72.0,Charlie
1,96,Yes,9,4,73.0,David
1,96,No,4,0,72.0,Eve
9,73,No,5,5,68.0,Alice
8,62,No,6,8,59.0,Bob
9,97,No,9,7,97.0,Charlie
7,91,No,9,9,83.0,David
3,84,Yes,7,0,65.0,Eve
3,68,No,4,5,47.0,Alice
2,74,No,5,2,51.0,Bob
5,50,No,4,5,32.0,Charlie
3,87,No,6,8,63.0,David
6,72,Yes,6,5,60.0,Eve
2,90,No,9,7,70.0,Alice
3,50,No,9,5,32.0,Bob
5,48,No,5,5,32.0,Charlie
1,53,Yes,8,6,29.0,David
1,48,No,4,9,21.0,Eve
9,78,Yes,4,3,74.0,Alice
7,87,No,6,7,81.0,Bob
1,42,No,4,3,11.0,Charlie
8,68,No,5,6,65.0,David
3,58,No,7,0,37.0,Eve
8,75,No,9,8,75.0,Alice
5,71,No,6,9,61.0,Bob
1,46,No,9,8,17.0,Charlie
7,94,No,9,6,87.0,David
5,67,No,9,7,52.0,Eve
6,83,Yes,7,1,71.0,Alice
6,57,Yes,4,9,46.0,Bob
8,99,Yes,8,9,99.0,Charlie
9,44,Yes,9,6,40.0,David
2,62,No,5,0,42.0,Eve
9,94,No,9,2,91.0,Alice
9,61,Yes,9,5,57.0,Bob
7,65,Yes,4,4,58.0,Charlie
1,81,Yes,5,4,55.0,David
7,51,Yes,4,8,46.0,Eve
5,79,No,9,5,64.0,Alice
6,58,Yes,4,2,45.0,Bob
7,86,No,4,1,78.0,Charlie
5,40,No,6,8,24.0,David
7,42,No,7,9,36.0,Eve
9,66,Yes,8,3,65.0,Alice
3,57,Yes,7,4,35.0,Bob
8,89,No,7,8,87.0,Charlie
2,69,Yes,5,4,45.0,David
7,41,Yes,6,6,35.0,Eve
2,44,No,6,1,18.0,Alice
4,68,No,4,1,46.0,Bob
7,72,Yes,7,3,63.0,Charlie
3,81,No,8,7,62.0,David
2,59,Yes,5,1,35.0,Eve
7,69,Yes,6,9,63.0,Alice
1,81,No,4,6,58.0,Bob
8,44,No,8,0,37.0,Charlie
3,89,Yes,7,8,74.0,David
2,60,No,8,9,40.0,Eve
3,97,Yes,6,5,78.0,Alice
5,54,No,5,0,38.0,Bob
8,59,Yes,7,9,55.0,Charlie
7,47,No,5,5,39.0,David
7,88,Yes,9,4,84.0,Eve
7,70,Yes,8,4,60.0,Alice
8,51,No,8,4,47.0,Bob
1,60,Yes,4,3,34.0,Charlie
4,69,Yes,7,6,54.0,David
6,66,Yes,8,8,56.0,Eve
9,83,Yes,6,3,82.0,Alice
2,65,Yes,9,1,45.0,Bob
1,72,No,6,1,45.0,Charlie
2,65,Yes,5,1,43.0,David
7,65,Yes,9,6,57.0,Eve
3,75,Yes,9,3,56.0,Alice
2,79,No,6,3,56.0,Bob
7,40,No,8,0,30.0,Charlie
2,98,Yes,6,3,75.0,David
3,54,Yes,7,5,33.0,Eve
7,89,No,5,1,80.0,Alice
4,40,No,9,3,27.0,Bob
1,50,Yes,7,6,26.0,Charlie
5,94,No,8,8,81.0,David
9,41,Yes,8,1,41.0,Eve
8,40,Yes,6,7,34.0,Alice
9,70,Yes,4,5,68.0,Bob
9,83,No,9,7,83.0,Charlie
7,55,Yes,9,1,44.0,David
4,93,Yes,4,0,75.0,Eve
5,61,No,8,6,52.0,Alice
1,81,Yes,8,8,56.0,Bob
1,57,Yes,9,8,37.0,Charlie
3,86,Yes,5,1,67.0,David
8,56,No,9,3,50.0,Eve
2,69,No,8,0,46.0,Alice
4,49,Yes,8,6,31.0,Bob
2,74,No,5,1,51.0,Charlie
5,97,Yes,7,3,82.0,David
9,60,Yes,7,1,58.0,Eve
1,55,No,5,0,31.0,Alice
5,45,No,5,6,29.0,Bob
9,42,Yes,7,5,40.0,Charlie
1,80,No,7,1,51.0,David
9,82,No,7,3,79.0,Eve
8,60,No,7,2,52.0,Alice
4,52,Yes,9,2,36.0,Bob
5,57,Yes,9,2,43.0,Charlie
5,97,No,6,3,81.0,David
6,93,Yes,5,0,81.0,Eve
7,99,Yes,4,0,84.0,Alice
8,63,No,6,6,55.0,Bob
8,66,Yes,4,4,64.0,Charlie
2,93,No,4,2,68.0,David
9,43,Yes,8,8,41.0,Eve
7,61,Yes,5,4,53.0,Alice
4,63,No,9,9,50.0,Bob
4,79,Yes,6,2,65.0,Charlie
8,84,No,5,8,78.0,David
4,49,Yes,7,0,31.0,Eve
6,41,Yes,5,8,30.0,Alice
5,79,Yes,4,4,64.0,Bob
3,45,No,9,5,26.0,Charlie
2,87,Yes,7,1,66.0,David
9,57,Yes,5,7,55.0,Eve
9,56,No,5,2,52.0,Alice
1,77,No,9,0,57.0,Bob
3,84,Yes,4,6,68.0,Charlie
8,62,No,7,2,57.0,David
6,85,No,4,3,75.0,Eve
5,69,No,9,4,54.0,Alice
5,97,No,5,0,82.0,Bob
6,60,Yes,6,8,51.0,Charlie
7,49,No,6,6,43.0,David
1,95,Yes,8,1,68.0,Eve
9,82,Yes,6,0,77.0,Alice
3,52,Yes,9,1,33.0,Bob
4,51,No,9,2,37.0,Charlie
1,48,No,9,2,23.0,David
3,43,Yes,7,7,26.0,Eve
2,78,Yes,8,4,56.0,Alice
2,63,No,7,8,42.0,Bob
1,93,No,6,2,65.0,Charlie
8,73,Yes,6,5,66.0,David
3,78,No,5,3,57.0,Eve
3,80,No,7,7,59.0,Alice
6,44,Yes,4,0,28.0,Bob
8,54,No,5,3,46.0,Charlie
9,89,No,7,6,84.0,David
9,43,Yes,9,8,42.0,Eve
4,90,No,8,0,73.0,Alice
5,91,Yes,7,7,77.0,Bob
2,97,No,8,1,74.0,Charlie
9,78,Yes,8,3,75.0,David
8,97,No,6,3,94.0,Eve
3,47,Yes,4,7,27.0,Alice
9,88,No,7,1,89.0,Bob
3,84,No,4,6,62.0,Charlie
9,63,No,8,2,59.0,David
2,92,Yes,6,8,73.0,Eve
9,67,No,4,4,57.0,Alice
8,94,Yes,5,7,90.0,Bob
9,82,No,8,4,80.0,Charlie
5,66,No,5,0,50.0,David
2,40,No,9,8,18.0,Eve
8,73,No,4,9,68.0,Alice
6,56,No,4,6,39.0,Bob
8,76,No,4,3,67.0,Charlie
5,77,Yes,9,6,69.0,David
2,65,Yes,7,4,43.0,Eve
6,96,No,8,9,84.0,Alice
5,63,No,8,8,50.0,Bob
5,78,No,8,1,65.0,Charlie
1,99,No,7,3,74.0,David
2,60,No,4,5,35.0,Eve
8,69,Yes,4,4,61.0,Alice
3,86,No,9,0,64.0,Bob
3,90,No,5,8,66.0,Charlie
8,87,Yes,7,8,81.0,David
8,96,Yes,6,2,93.0,Eve
2,52,Yes,7,3,28.0,Alice
8,76,No,9,3,71.0,Bob
1,42,No,5,9,13.0,Charlie
6,71,No,5,7,59.0,David
8,74,No,5,5,67.0,Eve
3,58,No,4,1,35.0,Alice
8,53,Yes,6,3,46.0,Bob
1,87,No,5,0,59.0,Charlie
9,61,No,8,2,57.0,David
9,56,No,4,3,51.0,Eve
5,98,Yes,6,7,80.0,Alice
4,43,No,8,2,22.0,Bob
6,84,No,6,4,71.0,Charlie
7,79,No,9,0,73.0,David
5,58,No,6,3,40.0,Eve
9,76,Yes,8,1,75.0,Alice
3,41,Yes,7,3,24.0,Bob
7,54,Yes,6,4,45.0,Charlie
5,41,No,7,2,25.0,David
7,50,Yes,6,5,42.0,Eve
2,84,Yes,9,1,63.0,Alice
4,62,No,8,4,44.0,Bob
2,49,No,6,3,26.0,Charlie
7,42,Yes,5,4,31.0,David
2,44,Yes,9,8,26.0,Eve
1,42,Yes,5,5,15.0,Alice
9,77,Yes,9,6,77.0,Bob
1,52,No,9,7,31.0,Charlie
8,81,No,6,8,75.0,David
2,58,Yes,8,4,34.0,Eve
8,79,Yes,8,7,74.0,Alice
3,89,Yes,4,1,68.0,Bob
6,74,No,8,9,64.0,Charlie
3,63,No,7,8,43.0,David
7,63,No,6,1,54.0,Eve
9,56,Yes,5,4,53.0,Alice
2,79,No,8,5,56.0,Bob
5,49,Yes,5,3,34.0,Charlie
6,41,Yes,4,7,27.0,David
4,83,No,6,9,66.0,Eve
4,62,Yes,8,2,41.0,Alice
4,45,No,5,4,25.0,Bob
2,41,No,9,1,20.0,Charlie
4,60,Yes,8,2,45.0,David
1,94,Yes,4,7,70.0,Eve
6,95,No,9,4,86.0,Alice
1,74,No,5,2,46.0,Bob
6,88,No,5,4,73.0,Charlie
1,68,No,6,8,42.0,David
6,46,No,6,2,27.0,Eve
8,68,No,5,9,64.0,Alice
2,92,No,9,6,71.0,Bob
2,76,Yes,6,7,56.0,Charlie
4,62,No,5,4,43.0,David
3,72,Yes,9,2,50.0,Eve
4,47,Yes,7,5,31.0,Alice
7,51,No,8,2,42.0,Bob
1,85,No,7,8,60.0,Charlie
6,87,No,7,1,76.0,David
3,49,No,8,2,28.0,Eve
7,54,No,5,6,45.0,Alice
2,92,Yes,5,9,71.0,Bob
2,63,Yes,6,7,44.0,Charlie
4,65,No,4,4,48.0,David
1,86,No,5,4,57.0,Eve
3,81,No,8,4,61.0,Alice
9,92,No,4,3,86.0,Bob
7,99,Yes,8,8,95.0,Charlie
7,78,Yes,8,5,70.0,David
4,97,Yes,8,7,81.0,Eve
2,42,No,4,7,18.0,Alice
4,41,No,7,4,24.0,Bob
6,45,No,9,8,32.0,Charlie
3,60,Yes,8,1,40.0,David
1,48,Yes,6,7,25.0,Eve
8,49,Yes,5,2,41.0,Alice
5,75,No,9,6,66.0,Bob
5,98,Yes,5,8,83.0,Charlie
4,42,No,5,4,22.0,David
6,80,Yes,4,7,70.0,Eve
3,63,No,6,3,42.0,Alice
9,61,No,6,0,56.0,Bob
5,88,No,9,0,72.0,Charlie
3,53,No,6,5,31.0,David
1,81,Yes,6,7,60.0,Eve
6,84,Yes,6,9,74.0,Alice
2,83,Yes,9,1,62.0,Bob
3,66,No,7,3,44.0,Charlie
1,72,Yes,6,2,46.0,David
9,99,No,6,8,96.0,Eve
8,61,Yes,4,2,51.0,Alice
2,68,Yes,4,7,43.0,Bob
8,58,No,6,6,51.0,Charlie
9,58,No,7,0,58.0,David
1,45,No,6,7,23.0,Eve
5,84,Yes,6,8,67.0,Alice
8,58,No,6,7,50.0,Bob
2,52,Yes,8,9,31.0,Charlie
4,98,Yes,7,9,83.0,David
7,65,Yes,5,0,55.0,Eve
3,61,No,6,6,44.0,Alice
5,60,Yes,5,8,45.0,Bob
8,75,No,7,4,73.0,Charlie
3,95,No,6,1,76.0,David
4,41,Yes,5,7,23.0,Eve
9,86,Yes,9,8,84.0,Alice
7,83,Yes,5,6,73.0,Bob
1,69,Yes,7,4,48.0,Charlie
4,66,No,6,7,50.0,David
4,46,No,8,5,30.0,Eve
9,59,No,7,3,51.0,Alice
6,89,No,8,0,76.0,Bob
9,70,No,6,5,66.0,Charlie
6,62,No,5,7,50.0,David
6,52,No,9,2,40.0,Eve
5,56,No,9,6,42.0,Alice
5,43,No,7,6,29.0,Bob
2,96,Yes,7,8,77.0,Charlie
8,53,Yes,7,0,45.0,David
8,59,No,4,4,49.0,Eve
1,99,No,9,7,74.0,Alice
8,52,Yes,9,2,45.0,Bob
5,42,Yes,6,4,27.0,Charlie
2,65,Yes,4,0,44.0,David
2,65,No,7,8,42.0,Eve
6,57,Yes,7,3,43.0,Alice
9,71,Yes,8,4,68.0,Bob
1,53,Yes,4,2,29.0,Charlie
6,86,Yes,5,1,73.0,David
9,42,Yes,9,6,39.0,Eve
8,40,No,6,4,30.0,Alice
6,65,Yes,5,9,53.0,Bob
3,63,No,5,2,38.0,Charlie
8,88,Yes,6,1,82.0,David
9,74,Yes,7,9,72.0,Eve
1,53,Yes,9,5,24.0,Alice
9,42,Yes,8,9,44.0,Bob
6,52,Yes,7,5,45.0,Charlie
6,86,No,7,2,75.0,David
4,89,No,4,8,75.0,Eve
1,53,No,5,0,26.0,Alice
8,60,No,5,2,49.0,Bob
2,65,No,9,0,42.0,Charlie
1,42,No,5,6,14.0,David
2,90,No,8,1,64.0,Eve
1,79,Yes,8,3,54.0,Alice
1,43,No,8,3,16.0,Bob
9,75,Yes,6,7,73.0,Charlie
1,90,Yes,9,3,67.0,David
4,82,No,8,2,69.0,Eve
6,40,Yes,4,9,28.0,Alice
7,79,Yes,4,2,67.0,Bob
2,86,No,7,4,62.0,Charlie
6,72,Yes,7,5,60.0,David
7,46,No,9,6,43.0,Eve
2,92,Yes,7,4,70.0,Alice
2,91,No,7,6,70.0,Bob
7,91,Yes,4,3,84.0,Charlie
1,95,No,7,4,72.0,David
8,50,Yes,4,5,44.0,Eve
3,66,No,8,8,46.0,Alice
6,53,Yes,8,5,41.0,Bob
9,61,Yes,9,9,58.0,Charlie
6,55,No,6,0,44.0,David
9,85,Yes,7,6,89.0,Eve
7,51,No,8,2,45.0,Alice
9,88,Yes,8,5,87.0,Bob
2,85,Yes,9,1,61.0,Charlie
8,49,No,5,6,41.0,David
8,63,Yes,5,0,57.0,Eve
2,85,No,9,1,62.0,Alice
4,57,Yes,4,8,39.0,Bob
7,61,Yes,6,8,54.0,Charlie
4,48,Yes,9,6,33.0,David
4,56,Yes,5,1,42.0,Eve
6,77,No,6,4,70.0,Alice
